areaName,Borough,areaType,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10
All Downtown,Manhattan,submarket,4400.0,4495.0,4400.0,4400.0,4400.0,4295.0,4295.0,4500.0,5000.0,5200.0,5250.0,4998.0,4995.0,5350.0,5145.0,4800.0,4700.0,4618.0,4500.0,4500.0,4775.0,4995.0,4898.0,4795.0,4895.0,4995.0,4950.0,4800.0,4598.0,4750.0,4595.0,4750.0,4838.0,4850.0,4950.0,4800.0,4695.0,4750.0,4900.0,4600.0,4500.0,4500.0,4400.0,4500.0,4595.0,4700.0,5000.0,5000.0,4995.0,4800.0,4790.0,4750.0,4595.0,4500.0,4295.0,4295.0,4495.0,4495.0,4400.0,4450.0,4500.0,4750.0,4750.0,4600.0,4650.0,4495.0,4351.0,4495.0,4800.0,4938.0,5000.0,5000.0,4995.0,4950.0,4900.0,4800.0,4600.0,4750.0,4749.0,4750.0,4800.0,4700.0,4711.0,4595.0,4700.0,4762.0,4675.0,4522.0,4500.0,4295.0,4250.0,4295.0,4500.0,4550.0,4600.0,4695.0,4600.0,4650.0,4650.0,4421.0,4372.0,4295.0,4195.0,4200.0,4450.0,4500.0
All Midtown,Manhattan,submarket,4690.0,4500.0,4500.0,4495.0,4500.0,4500.0,4495.0,4500.0,4700.0,4800.0,4850.0,4975.0,5000.0,5000.0,5000.0,5000.0,4995.0,4995.0,4950.0,4950.0,5000.0,5000.0,5100.0,5000.0,5167.0,5167.0,5295.0,5245.0,5295.0,5450.0,5056.0,5198.0,5125.0,5000.0,4920.0,4800.0,4910.0,5000.0,4950.0,4950.0,4995.0,4900.0,4800.0,4725.0,5000.0,5000.0,5000.0,4995.0,4898.0,4950.0,4950.0,4895.0,4850.0,5000.0,5000.0,4928.0,5000.0,5000.0,5081.0,5000.0,5000.0,5000.0,5100.0,5080.0,5200.0,5100.0,5135.0,5095.0,5080.0,5041.0,5000.0,5095.0,5116.0,5190.0,5085.0,5123.0,5000.0,5000.0,4999.0,4950.0,4999.0,4995.0,4900.0,4900.0,4932.0,5000.0,5000.0,4940.0,4995.0,4950.0,4800.0,4800.0,4975.0,4995.0,4582.0,4595.0,4750.0,4800.0,4750.0,4778.0,4637.0,4750.0,4630.0,4750.0,4745.0,4800.0
All Upper East Side,Manhattan,submarket,3500.0,3650.0,3800.0,3950.0,3965.0,3900.0,3800.0,3700.0,3795.0,3795.0,3950.0,3950.0,3900.0,3888.0,3798.0,3987.0,3895.0,3983.0,3900.0,3850.0,4000.0,3995.0,3993.0,4000.0,4000.0,3995.0,3900.0,3865.0,3750.0,3795.0,3895.0,3700.0,3950.0,3950.0,4095.0,3995.0,4198.0,4100.0,3875.0,3798.0,3600.0,3500.0,3395.0,3500.0,3700.0,3595.0,3875.0,3725.0,3695.0,3925.0,3615.0,3600.0,3550.0,3563.0,3525.0,3300.0,3263.0,3500.0,3750.0,3995.0,4138.0,4000.0,4100.0,3898.0,3700.0,3650.0,3600.0,3695.0,3895.0,3850.0,3600.0,3900.0,3935.0,4200.0,4125.0,3995.0,3750.0,3700.0,3700.0,3500.0,3738.0,3600.0,3700.0,3850.0,3895.0,3995.0,3698.0,3525.0,3595.0,3600.0,3595.0,3742.0,4200.0,3895.0,4200.0,4450.0,4200.0,4195.0,3950.0,3500.0,3500.0,3444.0,3500.0,3500.0,3598.0,3500.0
All Upper Manhattan,Manhattan,submarket,2000.0,1985.0,1950.0,1950.0,1975.0,1975.0,2000.0,2000.0,2000.0,2000.0,2100.0,2000.0,2000.0,2000.0,2200.0,2100.0,2200.0,2300.0,2370.0,2370.0,2373.0,2300.0,2300.0,2300.0,2300.0,2200.0,2225.0,2200.0,2200.0,2200.0,2247.0,2250.0,2275.0,2249.0,2200.0,2150.0,2185.0,2200.0,2285.0,2200.0,2200.0,2200.0,2300.0,2364.0,2400.0,2300.0,2295.0,2200.0,2200.0,2199.0,2200.0,2250.0,2200.0,2200.0,2200.0,2300.0,2300.0,2295.0,2200.0,2200.0,2250.0,2250.0,2250.0,2250.0,2300.0,2350.0,2400.0,2400.0,2400.0,2400.0,2400.0,2350.0,2395.0,2400.0,2400.0,2400.0,2400.0,2350.0,2400.0,2450.0,2455.0,2450.0,2400.0,2400.0,2400.0,2362.0,2400.0,2400.0,2400.0,2410.0,2450.0,2491.0,2495.0,2450.0,2395.0,2395.0,2375.0,2381.0,2395.0,2460.0,2500.0,2500.0,2500.0,2495.0,2475.0,2400.0
All Upper West Side,Manhattan,submarket,4200.0,4100.0,4100.0,4498.0,4500.0,4500.0,3995.0,4000.0,4250.0,4300.0,4250.0,4400.0,4300.0,4500.0,4500.0,4500.0,4750.0,4650.0,4500.0,4600.0,4798.0,4750.0,4950.0,4950.0,4875.0,4750.0,4570.0,4800.0,4800.0,4595.0,4600.0,4750.0,4900.0,4900.0,4925.0,4950.0,4950.0,5000.0,4950.0,4695.0,4695.0,4500.0,4495.0,4438.0,4650.0,4805.0,4700.0,4715.0,4608.0,4600.0,4500.0,4800.0,4995.0,4700.0,4295.0,4350.0,4500.0,4450.0,4450.0,4350.0,4590.0,4575.0,4525.0,4523.0,4500.0,4375.0,4300.0,4463.0,4785.0,4892.0,4998.0,5000.0,4995.0,4995.0,4800.0,4950.0,4878.0,4500.0,4503.0,4552.0,4528.0,4500.0,4615.0,4650.0,4625.0,4700.0,4500.0,4500.0,4500.0,4495.0,4250.0,4217.0,4450.0,4497.0,4500.0,4650.0,4781.0,4891.0,4500.0,4500.0,4500.0,4500.0,4400.0,4500.0,4577.0,4799.0
Alley Park,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Astoria,Queens,neighborhood,1700.0,1800.0,1800.0,1875.0,1950.0,1907.0,1875.0,2000.0,1798.0,1898.0,1775.0,2000.0,2050.0,2000.0,2150.0,2250.0,2300.0,2000.0,2000.0,2000.0,2150.0,2300.0,2400.0,2600.0,2550.0,2450.0,2225.0,2250.0,2500.0,2500.0,2500.0,2500.0,2425.0,2335.0,2050.0,2100.0,2100.0,2000.0,2000.0,2150.0,2300.0,2300.0,2350.0,2200.0,2200.0,2200.0,2150.0,2125.0,2150.0,2100.0,2100.0,2200.0,2200.0,2200.0,2300.0,2300.0,2300.0,2300.0,2250.0,2200.0,2325.0,2400.0,2350.0,2400.0,2300.0,2300.0,2300.0,2350.0,2393.0,2350.0,2300.0,2300.0,2300.0,2350.0,2400.0,2350.0,2378.0,2400.0,2400.0,2400.0,2399.0,2337.0,2350.0,2375.0,2300.0,2300.0,2300.0,2300.0,2300.0,2350.0,2395.0,2350.0,2300.0,2300.0,2300.0,2300.0,2300.0,2299.0,2299.0,2288.0,2300.0,2299.0,2300.0,2300.0,2300.0,2300.0
Auburndale,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bath Beach,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.0,,,,,,,,,,,,,,,,1895.0,1850.0,1775.0,1800.0,1925.0,1925.0,,,,,,,1900.0,1900.0,1948.0,2023.0,1950.0,1900.0,1795.0,1800.0,1799.0
Battery Park City,Manhattan,neighborhood,4615.0,4888.0,4600.0,4975.0,5125.0,5823.0,5595.0,5445.0,5500.0,5400.0,5650.0,5495.0,5450.0,5238.0,5695.0,5695.0,5718.0,5700.0,5648.0,5600.0,5458.0,5713.0,5310.0,5380.0,5500.0,5650.0,5423.0,5800.0,5950.0,6000.0,6250.0,6050.0,5995.0,5995.0,5800.0,6250.0,6250.0,6345.0,6358.0,6500.0,6623.0,6548.0,6173.0,5995.0,6000.0,5950.0,6000.0,6198.0,6148.0,6000.0,6200.0,6000.0,6295.0,6625.0,6295.0,6295.0,6450.0,6373.0,5300.0,5995.0,6000.0,6500.0,6598.0,6698.0,6500.0,6495.0,6750.0,6900.0,6850.0,6675.0,6500.0,6650.0,6650.0,6500.0,6650.0,6500.0,6903.0,6785.0,6600.0,6585.0,6500.0,6500.0,6525.0,6500.0,6898.0,6800.0,6900.0,7078.0,7000.0,6995.0,6915.0,6780.0,6900.0,6500.0,6687.0,6687.0,6200.0,5975.0,6200.0,6900.0,6948.0,6923.0,6900.0,6975.0,6450.0,6450.0
Bay Ridge,Brooklyn,neighborhood,1600.0,1675.0,1625.0,1550.0,,1650.0,1575.0,,1575.0,1600.0,1600.0,1600.0,1500.0,1500.0,1500.0,1500.0,1650.0,1750.0,1800.0,1825.0,1825.0,1799.0,1825.0,,,2050.0,1900.0,1825.0,,,,2325.0,2100.0,1990.0,1950.0,2350.0,2000.0,1900.0,2095.0,2095.0,2000.0,1998.0,2000.0,2000.0,2000.0,1900.0,1900.0,1900.0,2000.0,2000.0,1950.0,1863.0,2000.0,2198.0,2095.0,2048.0,2095.0,2100.0,2100.0,2100.0,2100.0,2100.0,2050.0,2100.0,2100.0,2075.0,2225.0,2200.0,2200.0,2200.0,2063.0,2050.0,2100.0,2195.0,2200.0,2200.0,2200.0,2200.0,2200.0,2285.0,2200.0,2150.0,2200.0,2250.0,2200.0,2150.0,2100.0,2200.0,2200.0,2200.0,2200.0,2050.0,2100.0,2125.0,2150.0,2150.0,2150.0,2100.0,2100.0,2100.0,2100.0,2200.0,2150.0,2150.0,2200.0,2150.0
Baychester,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bayside,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1825.0,,,,,,,,1850.0,1975.0,2125.0,2125.0,2125.0,2100.0,2100.0,,2175.0,1950.0,1950.0,1950.0,,,,,,,,,,,2200.0,,,,2200.0,,,2200.0,2125.0,2175.0,,2375.0,2400.0,2325.0,,2400.0,2549.0,2625.0,2175.0,2175.0,,2200.0,,,,,,,2250.0,2200.0,2400.0,2275.0,
Bedford Park,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750.0,1569.0,,1700.0,1700.0,1700.0,1700.0,1700.0,,,,1527.0,1575.0,1628.0,,,,,,,1750.0,,,,,1725.0,1725.0,1800.0,,,,,,,,,,,,,,,,,,,,,,,
Bedford-Stuyvesant,Brooklyn,neighborhood,1675.0,1650.0,1600.0,1650.0,1700.0,1600.0,1600.0,1525.0,1525.0,1650.0,1700.0,1700.0,1650.0,1600.0,1550.0,1525.0,1550.0,1700.0,1700.0,1700.0,1700.0,1600.0,1795.0,1700.0,1675.0,1700.0,1850.0,1850.0,1800.0,1713.0,1738.0,1773.0,1800.0,1800.0,1800.0,1975.0,1998.0,2000.0,1950.0,1975.0,2000.0,2000.0,2100.0,2100.0,2025.0,2000.0,2000.0,1995.0,1975.0,1951.0,2000.0,2000.0,2000.0,2100.0,2200.0,2200.0,2200.0,2100.0,2150.0,2197.0,2100.0,2150.0,2200.0,2200.0,2239.0,2297.0,2300.0,2350.0,2300.0,2250.0,2291.0,2250.0,2275.0,2295.0,2295.0,2350.0,2400.0,2400.0,2399.0,2395.0,2395.0,2350.0,2347.0,2300.0,2300.0,2342.0,2300.0,2300.0,2350.0,2350.0,2395.0,2399.0,2350.0,2350.0,2350.0,2300.0,2299.0,2290.0,2305.0,2400.0,2400.0,2400.0,2456.0,2500.0,2520.0,2500.0
Bellerose,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belmont,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500.0,1600.0,,,,,,,,1363.0,1325.0,1250.0,1250.0,,,,,,,,,,,,1350.0,,,,,,,,,,,1800.0,1738.0,1660.0,,,,,1550.0,,,,,1700.0,,,1680.0,1655.0,1650.0,1695.0,1700.0,1699.0,1690.0,1700.0,1750.0,1750.0,1750.0,1725.0,,1700.0,1650.0,1613.0,1675.0,,1800.0,1800.0,1800.0,1800.0,1800.0
Bensonhurst,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500.0,,,,,,,,,,,,,,,,1575.0,1600.0,1695.0,1699.0,1695.0,1650.0,1750.0,1750.0,1750.0,1700.0,1700.0,1700.0,1695.0,1700.0,1700.0,1700.0,1700.0,1763.0,1698.0,1685.0,1688.0,1773.0,,1700.0,1950.0,,2000.0,1875.0,1900.0,1800.0,1750.0,1995.0,1900.0,1825.0,2000.0,1900.0,1875.0,1875.0,,1800.0,1850.0,1800.0,1825.0,1750.0,1773.0,1850.0,1850.0,1995.0,1900.0,1899.0,1893.0,1900.0,1899.0
Bergen Beach,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boerum Hill,Brooklyn,neighborhood,3000.0,3000.0,2999.0,2600.0,,3163.0,3163.0,3000.0,3000.0,,,,,3200.0,,3525.0,3750.0,2800.0,2800.0,3200.0,,,3398.0,3898.0,3625.0,3725.0,3175.0,3350.0,3013.0,2850.0,2995.0,,3400.0,3250.0,3250.0,3250.0,,3500.0,2950.0,3425.0,3450.0,3625.0,3275.0,4000.0,4495.0,3690.0,3200.0,3050.0,3200.0,3450.0,3450.0,3600.0,3521.0,3200.0,3400.0,3500.0,3400.0,3250.0,3200.0,3200.0,3200.0,3270.0,3350.0,3200.0,3150.0,3150.0,3400.0,3600.0,3600.0,3263.0,3000.0,3000.0,3000.0,3695.0,3625.0,3750.0,3788.0,3500.0,3688.0,3400.0,3350.0,3300.0,3000.0,3100.0,3075.0,3200.0,3300.0,3077.0,3500.0,3300.0,3666.0,3500.0,3400.0,3350.0,3250.0,3350.0,3340.0,3400.0,3300.0,3485.0,3550.0,3798.0,3600.0,3600.0,3900.0,3850.0
Borough Park,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700.0,1825.0,,1700.0,,,1799.0,1750.0,1750.0,1675.0,1700.0,1650.0,1725.0,1800.0,1950.0,1750.0,1900.0,1925.0,1900.0,1925.0,1875.0,1795.0,1825.0,1975.0,1800.0,1750.0,1775.0,1800.0,1900.0,1925.0,1988.0,2250.0,2000.0,1900.0,2050.0,2000.0,1900.0,1850.0,1925.0,1988.0,2000.0,1850.0,2000.0,2099.0,1997.0,1895.0,1800.0,1795.0,,1850.0,1850.0,1850.0,1875.0,1899.0,1925.0,1850.0,1900.0
Bowne Park,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Briarwood,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1795.0,1900.0,,,1875.0,,1900.0,1850.0,1848.0,1913.0,2150.0,1975.0,1975.0,2150.0,2145.0,2145.0,2100.0,2000.0,2145.0,2198.0,2100.0,,1925.0,1925.0,2025.0,2095.0,2148.0,1900.0,1800.0,1899.0,1899.0,1900.0,1899.0,1899.0,1913.0,1995.0,1950.0,1950.0,1899.0,1899.0,1985.0,1924.0,2050.0,2000.0,1899.0,2100.0,2123.0,2000.0,1999.0,1999.0
Brighton Beach,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400.0,,2475.0,1900.0,1825.0,1895.0,2375.0,2500.0,2223.0,2208.0,2200.0,2273.0,2223.0,2245.0,1800.0,2100.0,2342.0,2342.0,2350.0,2375.0,2350.0,2400.0,2350.0,2273.0,1775.0,1873.0,2073.0,2350.0,2400.0,2450.0,2450.0,2450.0,2450.0,2500.0,2400.0,2400.0,2400.0,2395.0,2300.0,2200.0,2240.0,2548.0,2548.0,2498.0,2500.0,2500.0,2350.0,2500.0,2700.0,2600.0,2625.0,2513.0,2500.0,2495.0,2495.0,2599.0,2395.0,2250.0,2299.0,2338.0,2295.0,2250.0,2225.0,2250.0,2295.0,2397.0,2448.0,2550.0,2350.0,2473.0,2497.0
Bronx,Bronx,borough,2100.0,2100.0,2000.0,1950.0,1950.0,1998.0,1975.0,2200.0,1800.0,1550.0,1850.0,1850.0,1850.0,1850.0,2100.0,1825.0,1700.0,1488.0,1775.0,1725.0,1725.0,1700.0,1600.0,1700.0,1750.0,2138.0,1898.0,1800.0,1775.0,1750.0,1750.0,1750.0,1750.0,1700.0,1650.0,1700.0,1600.0,1550.0,1500.0,1650.0,1700.0,1750.0,1750.0,1800.0,1750.0,1500.0,1500.0,1525.0,1550.0,1800.0,1899.0,1850.0,1875.0,1910.0,1800.0,1725.0,1695.0,1600.0,1695.0,1650.0,1665.0,1600.0,1700.0,1700.0,1600.0,1649.0,1695.0,1695.0,1700.0,1700.0,1800.0,1813.0,1800.0,1800.0,1800.0,1750.0,1800.0,1800.0,1800.0,1850.0,1800.0,1775.0,1800.0,1850.0,1800.0,1795.0,1850.0,1850.0,1875.0,1850.0,1850.0,1900.0,1900.0,1885.0,1842.0,1850.0,1900.0,1900.0,1961.0,2017.0,2000.0,2000.0,1950.0,1950.0,1999.0,1995.0
Bronxwood,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1695.0,,,,,,,,,,,,,,,,,,,,
Brooklyn,Brooklyn,borough,2374.0,2354.0,2306.0,2300.0,2406.0,2500.0,2550.0,2550.0,2695.0,2650.0,2500.0,2400.0,2300.0,2300.0,2300.0,2350.0,2450.0,2500.0,2500.0,2600.0,2700.0,2650.0,2600.0,2650.0,2650.0,2600.0,2650.0,2700.0,2700.0,2750.0,2700.0,2700.0,2900.0,2900.0,2895.0,2995.0,2750.0,2700.0,2600.0,2650.0,2700.0,2800.0,2700.0,2799.0,2795.0,2700.0,2600.0,2660.0,2600.0,2599.0,2600.0,2650.0,2650.0,2699.0,2650.0,2675.0,2600.0,2600.0,2599.0,2550.0,2550.0,2599.0,2550.0,2500.0,2500.0,2550.0,2600.0,2600.0,2600.0,2500.0,2500.0,2500.0,2599.0,2599.0,2595.0,2600.0,2650.0,2650.0,2621.0,2600.0,2600.0,2550.0,2500.0,2500.0,2500.0,2500.0,2495.0,2500.0,2500.0,2500.0,2500.0,2600.0,2500.0,2500.0,2495.0,2450.0,2400.0,2400.0,2495.0,2499.0,2500.0,2595.0,2600.0,2600.0,2600.0,2500.0
Brooklyn Heights,Brooklyn,neighborhood,3850.0,3900.0,5500.0,4000.0,4000.0,4400.0,3550.0,3500.0,3650.0,3750.0,3850.0,4050.0,4500.0,4500.0,4500.0,4000.0,3850.0,5000.0,5000.0,4000.0,4000.0,4000.0,4800.0,4700.0,4700.0,5000.0,4500.0,4800.0,5000.0,4250.0,3700.0,4250.0,4725.0,4000.0,4500.0,5000.0,3795.0,4000.0,4200.0,4200.0,4000.0,4250.0,4250.0,4200.0,4375.0,4295.0,4444.0,4700.0,4575.0,4400.0,4425.0,4400.0,4300.0,4295.0,4200.0,4500.0,4298.0,4075.0,4000.0,3950.0,4100.0,3800.0,4000.0,4425.0,4360.0,4295.0,4225.0,4710.0,4595.0,4176.0,4273.0,4323.0,4273.0,4225.0,4295.0,4298.0,4425.0,4200.0,4000.0,4200.0,4300.0,4003.0,4075.0,4425.0,4400.0,4200.0,4150.0,4495.0,4495.0,4500.0,4495.0,4578.0,4630.0,4843.0,4398.0,4499.0,4400.0,4500.0,4350.0,4879.0,4225.0,4223.0,4500.0,4788.0,4700.0,4500.0
Brookville,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brownsville,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1475.0,1475.0,,,,,,,,,,,,,,,,,,,,,,,,,1650.0,1625.0,1650.0,1748.0,1700.0,1700.0,1648.0,1600.0,1625.0,1600.0,1615.0,1700.0,1725.0,1700.0,1700.0,1650.0,1650.0,1650.0,1650.0,1650.0,1750.0,1750.0,1725.0,1700.0,1700.0,1750.0,1750.0,1750.0,1713.0,1750.0,1798.0,1800.0,1750.0,1750.0,1750.0,1800.0,1750.0,1795.0,1800.0,1800.0,1813.0,1813.0,1850.0
Bushwick,Brooklyn,neighborhood,,,,1645.0,1575.0,,,,,,,1598.0,1695.0,1695.0,1695.0,1695.0,1695.0,1500.0,1600.0,1500.0,1500.0,,1600.0,1750.0,1600.0,1699.0,1700.0,1675.0,1750.0,1750.0,2000.0,1750.0,1775.0,1750.0,1750.0,1750.0,1950.0,1995.0,2000.0,2200.0,2100.0,2100.0,2100.0,2100.0,2185.0,2200.0,2050.0,2075.0,2073.0,2100.0,2100.0,2185.0,2199.0,2185.0,2200.0,2238.0,2200.0,2200.0,2200.0,2100.0,2150.0,2200.0,2200.0,2250.0,2375.0,2400.0,2300.0,2375.0,2342.0,2295.0,2299.0,2200.0,2300.0,2400.0,2300.0,2300.0,2350.0,2400.0,2399.0,2395.0,2350.0,2300.0,2300.0,2300.0,2280.0,2300.0,2299.0,2300.0,2350.0,2350.0,2350.0,2350.0,2350.0,2345.0,2300.0,2300.0,2271.0,2295.0,2295.0,2350.0,2400.0,2400.0,2490.0,2475.0,2448.0,2400.0
Cambria Heights,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canarsie,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750.0,,,,,,,,,,,1813.0,1800.0,1800.0,,,1800.0,1700.0,,,1800.0,,,,1800.0,1800.0,,,,1800.0,1825.0,1875.0,,,1900.0,,1900.0
Carroll Gardens,Brooklyn,neighborhood,2300.0,2275.0,2300.0,2300.0,2300.0,2375.0,2500.0,2450.0,2600.0,,2300.0,,2900.0,2900.0,,2500.0,3125.0,2350.0,2325.0,2400.0,3300.0,3325.0,3400.0,3350.0,3500.0,2800.0,3000.0,3400.0,3575.0,3600.0,3600.0,4150.0,3651.0,3602.0,3850.0,4150.0,3900.0,3800.0,3800.0,3675.0,3300.0,3200.0,3250.0,3350.0,3000.0,3200.0,3800.0,3600.0,2900.0,2900.0,3000.0,3200.0,3650.0,3200.0,3100.0,3000.0,3500.0,3600.0,3500.0,3250.0,3250.0,2948.0,3250.0,3200.0,3200.0,3350.0,3400.0,3550.0,3500.0,3325.0,3400.0,3300.0,3464.0,3200.0,3275.0,3225.0,3350.0,3200.0,3450.0,3200.0,3000.0,3075.0,3000.0,3050.0,3200.0,3050.0,3050.0,3200.0,3100.0,3208.0,3400.0,3400.0,2900.0,3200.0,3199.0,3000.0,2995.0,3250.0,3250.0,3300.0,3400.0,3250.0,3225.0,3500.0,3399.0,3350.0
Castle Hill,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750.0,,,,,,,,,,,,,,,,,,,,,1775.0,1775.0,,,1795.0,,,1900.0,,,,,,1900.0,1900.0,1900.0,,,,,,,,1750.0,1750.0,
