areaName,Borough,areaType,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10
Red Hook,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100.0,,,,,,,,,,,,,,,3000.0,3000.0,3000.0,3000.0,2800.0,2700.0,2875.0,2850.0,2800.0,2300.0,2600.0,2600.0,2300.0,2400.0,2300.0,2000.0,2200.0,2500.0,2350.0,2465.0,2465.0,2599.0,2725.0,2825.0,2800.0,2500.0,2750.0,3500.0,2925.0,2700.0,2700.0,2450.0,2800.0,2850.0,3000.0,2742.0,2683.0,2800.0,2800.0,2900.0,2850.0,2750.0,2598.0,2800.0,2499.0,2499.0,2725.0,2838.0,2900.0,2850.0,2575.0,2600.0,2700.0,2500.0
Rego Park,Queens,neighborhood,,,,,,,,,,,,,,,,,1913.0,1923.0,,,,,,1900.0,2025.0,2100.0,,,,,,,,,,,,2195.0,,,,,,,,2475.0,2331.0,2095.0,2150.0,2345.0,2248.0,2050.0,2100.0,2100.0,2125.0,2125.0,2100.0,2195.0,2232.0,2100.0,2050.0,2150.0,2200.0,2300.0,2275.0,2298.0,2200.0,2200.0,2375.0,2273.0,2225.0,2338.0,2375.0,2300.0,2300.0,2300.0,2300.0,2375.0,2350.0,2500.0,2375.0,2399.0,2400.0,2688.0,2500.0,2525.0,2650.0,2575.0,2500.0,2500.0,2595.0,2768.0,2800.0,2537.0,2375.0,2353.0,2350.0,2398.0,2350.0,2350.0,2300.0,2300.0,2350.0,2393.0,2410.0,2470.0
Richmond Hill,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ridgewood,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,2990.0,2990.0,2915.0,,2613.0,2567.0,2613.0,,2392.0,2392.0,2399.0,2450.0,2384.0,2292.0,2292.0,2292.0,,,1950.0,1950.0,1950.0,1999.0,1750.0,1825.0,1700.0,1900.0,1798.0,1975.0,1925.0,2000.0,2195.0,1800.0,1825.0,1925.0,1975.0,1970.0,1970.0,1900.0,1800.0,1900.0,1900.0,2000.0,2000.0,2000.0,1950.0,1999.0,2000.0,2000.0,2000.0,2000.0,2000.0,2100.0,2100.0,2050.0,2100.0,2150.0,2050.0,2100.0,2100.0,2100.0,2100.0,2150.0,2150.0,2100.0,2090.0,2100.0,2199.0,2100.0,2083.0,2085.0,2100.0,2099.0,2050.0,2100.0,2000.0,2100.0,2275.0,2200.0,2250.0,2200.0,2195.0
Riverdale,Bronx,neighborhood,2300.0,2300.0,2200.0,2200.0,2100.0,2450.0,2500.0,2750.0,2250.0,2000.0,2100.0,2195.0,2195.0,2198.0,2198.0,2195.0,2198.0,2248.0,2185.0,2200.0,2188.0,2163.0,2125.0,2098.0,2100.0,2190.0,2100.0,2138.0,2050.0,2180.0,2175.0,2100.0,2125.0,2100.0,2300.0,2200.0,2150.0,2150.0,2108.0,2200.0,2248.0,2100.0,2200.0,2200.0,2250.0,2000.0,2006.0,2006.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2175.0,2108.0,2108.0,2125.0,2100.0,2100.0,2100.0,2200.0,2200.0,2175.0,2200.0,2300.0,2450.0,2600.0,2300.0,2300.0,2300.0,2300.0,2300.0,2350.0,2325.0,2400.0,2350.0,2313.0,2425.0,2425.0,2495.0,2500.0,2450.0,2300.0,2200.0,2300.0,2324.0,2400.0,2375.0,2400.0,2600.0,2498.0,2388.0,2388.0,2595.0,2350.0,2550.0,2525.0,2550.0,2550.0,2495.0,2400.0,2350.0,2450.0,2392.0,2300.0
Rockaway All,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1282.0,1282.0,1282.0,1282.0,1282.0,1282.0,1282.0,,1341.0,1400.0,1465.0,,,,,,,,,,,1733.0,1708.0,1670.0,1700.0,1708.0,,,,,,,,,2075.0,2000.0,2000.0,2050.0,2025.0,2025.0,1963.0,1850.0,1850.0,1800.0,,,1897.0,1850.0,1749.0,1850.0,1775.0,,,,2200.0,2446.0,2305.0,2325.0,2223.0,1950.0,1925.0,2010.0,2100.0
Roosevelt Island,Manhattan,neighborhood,,,2961.0,2959.0,3150.0,3462.0,3277.0,3289.0,3239.0,3300.0,3250.0,3150.0,3145.0,3145.0,3231.0,3400.0,3500.0,3425.0,,3100.0,3200.0,3458.0,3500.0,3500.0,,,,3550.0,3450.0,3300.0,3500.0,,,,3550.0,3500.0,3425.0,,,3935.0,3895.0,3873.0,3750.0,3755.0,,,,,,4028.0,4450.0,3695.0,3950.0,4075.0,4100.0,4200.0,3695.0,3695.0,3745.0,3745.0,3695.0,3560.0,3495.0,,4098.0,4225.0,4385.0,4395.0,4375.0,3836.0,4021.0,3666.0,3558.0,4095.0,4123.0,4095.0,4095.0,4376.0,4315.0,4100.0,4100.0,3775.0,3600.0,3798.0,4037.0,4192.0,4069.0,3995.0,4300.0,4350.0,4400.0,4173.0,,3625.0,3425.0,,3428.0,4060.0,4015.0,4085.0,4498.0,4495.0,4569.0,4445.0,3798.0,3773.0
Rosedale,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schuylerville,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seagate,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheepshead Bay,Brooklyn,neighborhood,,,,,,,,,,,,2400.0,2400.0,2500.0,1975.0,1800.0,1750.0,1750.0,1800.0,,1600.0,1600.0,,,,1600.0,,1638.0,1600.0,1688.0,1900.0,1825.0,,1700.0,,,,,1759.0,1600.0,1600.0,1750.0,1600.0,1950.0,1912.0,1888.0,1700.0,1700.0,1700.0,1850.0,1800.0,1800.0,1825.0,1750.0,1750.0,1813.0,1825.0,1800.0,1700.0,1700.0,1725.0,1938.0,1895.0,1895.0,1895.0,1950.0,2098.0,1975.0,2000.0,1999.0,2000.0,1938.0,1950.0,2075.0,2038.0,2075.0,2085.0,1975.0,1950.0,1925.0,2050.0,2095.0,2100.0,2100.0,2000.0,2100.0,2100.0,2150.0,2100.0,2100.0,2150.0,2200.0,2100.0,2000.0,2200.0,2200.0,2100.0,2000.0,2000.0,2000.0,1950.0,2050.0,2100.0,2100.0,2125.0,2000.0
Soho,Manhattan,neighborhood,6900.0,6950.0,7000.0,6500.0,6500.0,5350.0,4750.0,7500.0,8000.0,8125.0,8400.0,8400.0,8400.0,8500.0,8250.0,8250.0,8700.0,6950.0,4400.0,3454.0,8450.0,8950.0,9000.0,9975.0,8650.0,8900.0,8500.0,8500.0,6000.0,4498.0,4625.0,7450.0,7425.0,8848.0,9950.0,9000.0,8498.0,5200.0,5500.0,5600.0,5100.0,5900.0,4623.0,4500.0,4445.0,6850.0,8000.0,8000.0,8000.0,7245.0,7825.0,6125.0,7000.0,4750.0,4000.0,4225.0,4850.0,6975.0,8000.0,5600.0,7250.0,7995.0,8425.0,8100.0,7500.0,5400.0,4750.0,7875.0,9000.0,9000.0,9000.0,8995.0,8750.0,8500.0,8500.0,7048.0,6975.0,7050.0,6948.0,7948.0,7795.0,7995.0,7795.0,7646.0,7350.0,8175.0,7000.0,7450.0,7000.0,7250.0,7000.0,6300.0,6800.0,7995.0,8000.0,8250.0,8495.0,8500.0,8300.0,7995.0,7748.0,4900.0,6800.0,6500.0,7250.0,7800.0
Soundview,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1895.0,1850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Brooklyn,Brooklyn,submarket,1650.0,1600.0,1600.0,1595.0,1700.0,1700.0,1600.0,1595.0,1650.0,1600.0,1625.0,1700.0,1775.0,1650.0,1700.0,1800.0,1650.0,1700.0,1700.0,1600.0,1650.0,1675.0,1600.0,1600.0,1600.0,1600.0,1700.0,1700.0,1700.0,1850.0,1900.0,1900.0,1900.0,1800.0,1750.0,1800.0,1750.0,1750.0,1800.0,1775.0,1850.0,1850.0,1825.0,1900.0,1950.0,1950.0,1900.0,1845.0,1850.0,1850.0,1895.0,1850.0,1920.0,1900.0,1950.0,1900.0,1900.0,1900.0,1900.0,1895.0,1890.0,1900.0,1900.0,2000.0,2000.0,2000.0,2095.0,2000.0,2075.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2095.0,2050.0,2099.0,2030.0,2010.0,2025.0,2025.0,2000.0,2050.0,2000.0,2059.0,2050.0,2100.0,2150.0,2100.0,2100.0,2100.0,2063.0,2095.0,2100.0,2100.0,2100.0,2100.0,2100.0,2150.0,2200.0,2200.0,2190.0,2150.0
South Jamaica,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Ozone Park,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Queens,Queens,submarket,,,,,,,,,,,,,,,,1525.0,1463.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600.0,1895.0,,,1700.0,1850.0,1700.0,,,,1900.0,1850.0,1895.0,1800.0,1750.0,1675.0,1700.0,1938.0,1975.0,1700.0,1700.0,1700.0,1775.0,1800.0,1900.0,1800.0,1800.0,1850.0,1875.0,1950.0,1925.0,1948.0,1948.0,2125.0,2100.0,2100.0,2200.0,2206.0,2238.0,2048.0,2200.0,2000.0,1950.0,2075.0,2150.0,1900.0,1925.0,2000.0,1900.0,2100.0,1900.0,1995.0,1995.0,1900.0,2000.0,2098.0,2000.0,2348.0,2300.0,2100.0
South Richmond Hill,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Springfield Gardens,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Albans,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staten Island,Staten Island,borough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1325.0,,,,1325.0,1325.0,1375.0,1350.0,1475.0,1800.0,1605.0,1500.0,1500.0,1500.0,1695.0,1650.0,1700.0,1725.0,1448.0,1500.0,1500.0,1500.0,1500.0,1500.0,1575.0,1650.0,1700.0,1650.0,1675.0,1750.0,1875.0,1800.0,1800.0,1725.0,1803.0,1750.0,1700.0,1828.0,1950.0,1750.0,1825.0,1850.0,1850.0,1950.0,1850.0,1800.0,1725.0,1900.0,1950.0,1900.0,1900.0,1950.0,2025.0,2100.0,2100.0,1975.0,1863.0,1900.0,1825.0,1900.0,1875.0,2100.0,2150.0,2250.0,2000.0
Stuyvesant Town/PCV,Manhattan,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,4641.0,,,4403.0,4135.0,,,,4661.0,4375.0,4328.0,4238.0,4050.0,4300.0,4492.0,,,,,,,,4543.0,4543.0,4074.0,,4670.0,4670.0,4745.0,4630.0,4515.0,3874.0,3887.0,4014.0,3832.0,3699.0,3799.0,3994.0,,4676.0,4385.0,4437.0,4353.0,4429.0,4339.0,4430.0,4479.0,4452.0,4466.0,4828.0,4970.0,4911.0,4911.0,4994.0,5101.0,4958.0,5225.0,4930.0,4977.0,5057.0,4925.0,4979.0,4784.0,4759.0,4857.0,4941.0,4504.0,4933.0,4910.0,4812.0,4756.0,4745.0,4835.0,4845.0,4325.0,4565.0,4472.0,3837.0,3743.0,3840.0,3745.0,3677.0,3867.0
Sunnyside,Queens,neighborhood,1980.0,1940.0,1800.0,1800.0,1650.0,1623.0,1650.0,1650.0,1600.0,1700.0,1785.0,1770.0,1770.0,,,1725.0,1773.0,1750.0,1950.0,1900.0,,,,,,,,,,1850.0,,,,,,,,1963.0,1975.0,1963.0,2000.0,2050.0,2100.0,2000.0,2100.0,2100.0,2150.0,2075.0,2150.0,2150.0,2150.0,2300.0,2300.0,2350.0,2300.0,2225.0,2300.0,2300.0,2195.0,2173.0,2300.0,2350.0,2100.0,2250.0,2350.0,2250.0,2295.0,2400.0,2365.0,2400.0,2450.0,2400.0,2365.0,2450.0,2358.0,2300.0,2400.0,2400.0,2398.0,2400.0,2500.0,2383.0,2300.0,2298.0,2300.0,2350.0,2300.0,2300.0,2300.0,2395.0,2388.0,2300.0,2350.0,2300.0,2150.0,2225.0,2200.0,2195.0,2200.0,2200.0,2200.0,2200.0,2125.0,2200.0,2300.0,2325.0
Sunset Park,Brooklyn,neighborhood,1550.0,1550.0,1575.0,1500.0,1550.0,,,,,,,,,,1813.0,,,,,,,,,,,,,,,1650.0,,,,,1750.0,,,1700.0,1750.0,1900.0,1850.0,1900.0,1900.0,1900.0,1900.0,1863.0,1795.0,1795.0,1750.0,1750.0,1850.0,1850.0,1900.0,2013.0,1950.0,1875.0,1900.0,1950.0,1995.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,1900.0,1850.0,1900.0,1998.0,2000.0,1995.0,1900.0,1950.0,2000.0,2000.0,2000.0,1985.0,2000.0,2000.0,2000.0,2000.0,1960.0,1960.0,1960.0,1960.0,1992.0,2013.0,2100.0,2150.0,2013.0,2000.0,1950.0,1950.0,1995.0,1999.0,1999.0,2000.0,2000.0,2154.0,2200.0,2200.0,2000.0,1997.0,2000.0
The Rockaways,Queens,submarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1282.0,1282.0,1282.0,1282.0,1282.0,1282.0,1282.0,,1341.0,1400.0,1465.0,,,,,,,,,,,1733.0,1708.0,1670.0,1700.0,1708.0,,,,,,,,,2075.0,2000.0,2000.0,2050.0,2025.0,2025.0,1963.0,1850.0,1850.0,1800.0,,,1897.0,1850.0,1749.0,1850.0,1775.0,,,,2200.0,2446.0,2305.0,2325.0,2223.0,1950.0,1925.0,2010.0,2100.0
Throgs Neck,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tremont,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1912.0,,,1762.0,1762.0,,,,,1725.0,1700.0,,,,,,1650.0,,,,,,,,,,,1800.0,,1775.0,1775.0,1700.0,,1700.0,1825.0,1850.0,,,,,,,1800.0
Tribeca,Manhattan,neighborhood,8000.0,7850.0,7500.0,8125.0,8000.0,8500.0,8000.0,7950.0,7750.0,7750.0,7825.0,7000.0,8495.0,8200.0,7548.0,7195.0,6995.0,6673.0,6595.0,6500.0,7848.0,7000.0,7798.0,7650.0,8325.0,8748.0,7498.0,8300.0,9375.0,9000.0,9000.0,8000.0,7950.0,8000.0,8500.0,8500.0,8000.0,7448.0,7295.0,7500.0,8000.0,8500.0,8225.0,7950.0,7000.0,6995.0,7000.0,7425.0,7500.0,7395.0,7350.0,7000.0,7300.0,7275.0,7800.0,7595.0,7765.0,8500.0,8598.0,8195.0,7500.0,8500.0,8500.0,7800.0,8145.0,7800.0,7695.0,8225.0,8200.0,7573.0,7565.0,7500.0,7830.0,7995.0,7600.0,8600.0,9000.0,9000.0,8750.0,8500.0,8000.0,8556.0,8000.0,8200.0,8800.0,9000.0,8800.0,8550.0,7948.0,7775.0,8400.0,6500.0,6300.0,6135.0,6100.0,6900.0,7000.0,7583.0,7900.0,8290.0,7850.0,7598.0,7773.0,8000.0,7825.0,7950.0
University Heights,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1550.0,1550.0,,,,,1550.0,1599.0,1595.0,1550.0,1595.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750.0
Upper East Side,Manhattan,neighborhood,3500.0,3650.0,3800.0,3950.0,3965.0,3900.0,3800.0,3700.0,3795.0,3795.0,3950.0,3950.0,3900.0,3888.0,3798.0,3987.0,3895.0,3983.0,3900.0,3850.0,4000.0,3995.0,3993.0,4000.0,4000.0,3995.0,3900.0,3865.0,3750.0,3795.0,3895.0,3700.0,3950.0,3950.0,4095.0,3995.0,4198.0,4100.0,3875.0,3798.0,3600.0,3500.0,3395.0,3500.0,3700.0,3595.0,3875.0,3725.0,3695.0,3925.0,3615.0,3600.0,3550.0,3563.0,3525.0,3300.0,3263.0,3500.0,3750.0,3995.0,4138.0,4000.0,4100.0,3898.0,3700.0,3650.0,3600.0,3695.0,3895.0,3850.0,3600.0,3900.0,3935.0,4200.0,4125.0,3995.0,3750.0,3700.0,3700.0,3500.0,3738.0,3600.0,3700.0,3850.0,3895.0,3995.0,3698.0,3525.0,3595.0,3600.0,3595.0,3742.0,4200.0,3895.0,4200.0,4450.0,4200.0,4195.0,3950.0,3500.0,3500.0,3444.0,3500.0,3500.0,3598.0,3500.0
Upper West Side,Manhattan,neighborhood,4200.0,4100.0,4100.0,4498.0,4500.0,4500.0,3995.0,4000.0,4250.0,4300.0,4250.0,4400.0,4300.0,4500.0,4500.0,4500.0,4750.0,4650.0,4500.0,4600.0,4798.0,4750.0,4950.0,4950.0,4875.0,4750.0,4570.0,4800.0,4800.0,4595.0,4600.0,4750.0,4900.0,4900.0,4925.0,4950.0,4950.0,5000.0,4950.0,4695.0,4695.0,4500.0,4495.0,4438.0,4650.0,4805.0,4700.0,4715.0,4608.0,4600.0,4500.0,4800.0,4995.0,4700.0,4295.0,4350.0,4500.0,4450.0,4450.0,4350.0,4590.0,4575.0,4525.0,4523.0,4500.0,4375.0,4300.0,4463.0,4785.0,4892.0,4998.0,5000.0,4995.0,4995.0,4800.0,4950.0,4878.0,4500.0,4503.0,4552.0,4528.0,4500.0,4615.0,4650.0,4625.0,4700.0,4500.0,4500.0,4500.0,4495.0,4250.0,4217.0,4450.0,4497.0,4500.0,4650.0,4781.0,4891.0,4500.0,4500.0,4500.0,4500.0,4400.0,4500.0,4577.0,4799.0
Utopia,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Van Nest,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington Heights,Manhattan,neighborhood,1585.0,1597.0,1675.0,1700.0,1798.0,1750.0,1858.0,1869.0,1858.0,1847.0,1850.0,1847.0,1819.0,1790.0,1700.0,1750.0,1795.0,1847.0,1850.0,1850.0,1798.0,1824.0,1850.0,2000.0,2000.0,1850.0,1900.0,1850.0,1900.0,1850.0,1850.0,1850.0,1900.0,1950.0,1925.0,1990.0,1895.0,1900.0,1850.0,1850.0,1847.0,1850.0,1800.0,1850.0,1990.0,1850.0,1850.0,1900.0,1895.0,1859.0,1875.0,1850.0,1850.0,1900.0,1950.0,2100.0,2100.0,2000.0,2000.0,2000.0,2000.0,1995.0,2000.0,2008.0,2095.0,2100.0,2250.0,2250.0,2200.0,2197.0,2125.0,2150.0,2195.0,2200.0,2200.0,2250.0,2195.0,2195.0,2197.0,2200.0,2200.0,2300.0,2200.0,2200.0,2200.0,2200.0,2200.0,2250.0,2250.0,2300.0,2300.0,2294.0,2291.0,2291.0,2283.0,2222.0,2200.0,2200.0,2250.0,2275.0,2295.0,2295.0,2300.0,2300.0,2300.0,2295.0
West Harlem,Manhattan,neighborhood,,,,,,,,,,,,,,,2600.0,2550.0,2550.0,2575.0,2600.0,2600.0,,,,,1750.0,,,,,1900.0,1900.0,,,,1900.0,1900.0,1900.0,1948.0,2048.0,1950.0,1998.0,1950.0,1950.0,1950.0,2048.0,2098.0,2000.0,2000.0,2100.0,2000.0,2100.0,2000.0,1863.0,2095.0,2100.0,2100.0,2350.0,2250.0,2108.0,2200.0,2200.0,2100.0,2098.0,2100.0,2195.0,2100.0,2200.0,2300.0,2300.0,2475.0,2350.0,2300.0,2300.0,2300.0,2300.0,2275.0,2300.0,2275.0,2400.0,2400.0,2350.0,2873.0,2291.0,2291.0,2200.0,2413.0,2488.0,2388.0,2450.0,2450.0,2425.0,2175.0,2250.0,2256.0,2256.0,2442.0,2500.0,2600.0,2400.0,2550.0,2500.0,2550.0,2500.0,2500.0,2383.0,2300.0
West Village,Manhattan,neighborhood,4500.0,4850.0,4800.0,4900.0,4500.0,4295.0,4250.0,4098.0,4000.0,4298.0,4500.0,4398.0,4500.0,5350.0,4273.0,4100.0,4175.0,4273.0,3825.0,3850.0,4250.0,4250.0,4195.0,4295.0,4250.0,3973.0,4225.0,4295.0,4195.0,4450.0,4525.0,4350.0,4000.0,4000.0,4000.0,4075.0,4200.0,4250.0,4100.0,4498.0,4495.0,4795.0,4500.0,4595.0,4495.0,4498.0,4325.0,4400.0,4500.0,4598.0,4500.0,4600.0,4498.0,4350.0,4250.0,4200.0,4295.0,4300.0,4250.0,4113.0,4200.0,4400.0,4500.0,4500.0,4875.0,4900.0,4500.0,4350.0,4600.0,4748.0,5475.0,4900.0,4950.0,4800.0,4595.0,4650.0,4500.0,4550.0,4798.0,4500.0,4700.0,4500.0,4395.0,4775.0,5200.0,5100.0,4900.0,4699.0,4525.0,4395.0,4350.0,4350.0,4500.0,4498.0,4300.0,4500.0,4475.0,4576.0,4556.0,4600.0,4550.0,4595.0,4400.0,4495.0,4625.0,4744.0
Westchester Village,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whitestone,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2050.0,,,
Williamsbridge,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williamsburg,Brooklyn,neighborhood,2725.0,2775.0,2800.0,3000.0,3000.0,3214.0,3100.0,3275.0,3300.0,3412.0,3300.0,2700.0,2954.0,3392.0,3000.0,3400.0,3400.0,3400.0,3050.0,3470.0,3450.0,3500.0,3587.0,3750.0,3586.0,3462.0,3600.0,3700.0,3600.0,3550.0,3300.0,3500.0,3950.0,3900.0,3900.0,3900.0,3750.0,3897.0,3481.0,3100.0,3400.0,3400.0,3400.0,3400.0,3500.0,3400.0,3500.0,3845.0,3850.0,3740.0,3445.0,3400.0,3399.0,3500.0,3300.0,3230.0,3200.0,3200.0,3200.0,3300.0,3483.0,3500.0,3400.0,3395.0,3225.0,3300.0,3395.0,3250.0,3300.0,3400.0,3400.0,3500.0,3505.0,3300.0,3250.0,3200.0,3200.0,3195.0,3100.0,3192.0,3200.0,3250.0,3295.0,3230.0,3200.0,3100.0,3200.0,3200.0,3195.0,3163.0,3100.0,3095.0,3067.0,3000.0,2900.0,2895.0,2963.0,2908.0,2995.0,3000.0,3000.0,3000.0,2995.0,3000.0,3000.0,3025.0
Windsor Terrace,Brooklyn,neighborhood,,,,,,,,,,2400.0,2400.0,,2300.0,2400.0,2425.0,2425.0,2250.0,,,,,,,2488.0,2488.0,2400.0,2500.0,2600.0,,,2550.0,2850.0,,2350.0,2350.0,2400.0,2575.0,2600.0,,,,2675.0,2300.0,2500.0,2700.0,2500.0,2500.0,2500.0,2550.0,2600.0,2600.0,2600.0,2700.0,2700.0,2540.0,2578.0,2675.0,2500.0,2590.0,2900.0,2900.0,2748.0,2723.0,2863.0,2875.0,3000.0,3131.0,2800.0,2800.0,2800.0,2850.0,2700.0,2700.0,2695.0,2673.0,2650.0,2800.0,2800.0,2750.0,2750.0,2800.0,2800.0,2800.0,2900.0,2800.0,2850.0,2650.0,2800.0,2875.0,2800.0,2750.0,2599.0,2599.0,2663.0,2600.0,2695.0,2700.0,2600.0,2650.0,2700.0,2800.0,2695.0,2800.0,2825.0,2900.0,2900.0
Woodhaven,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975.0,1975.0,,,,,,,,,,,,,,,,,,,,,,1960.0,2000.0,,,,,,,,,,,,,,,,,,
Woodlawn,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Woodside,Queens,neighborhood,,,,2100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1795.0,1750.0,,1948.0,2000.0,,1950.0,,,,2100.0,2050.0,2100.0,2100.0,2356.0,2200.0,1950.0,2200.0,2150.0,2100.0,2100.0,2000.0,2000.0,2000.0,1995.0,2123.0,2150.0,2100.0,,,2425.0,2350.0,2175.0,2000.0,2050.0,2195.0,2200.0,2200.0,2075.0,2100.0,2150.0,2200.0,2200.0,2200.0,2250.0,2200.0,2100.0,2050.0,2100.0,2100.0,2090.0,2100.0,2050.0,2100.0,2150.0,2300.0,2250.0,2200.0,2200.0
Woodstock,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1787.0,,
